step	T	P	Q	Emptymeas	CalcC_atrazin_335651	Mstock	Mavail	Munavail	Fapplic	M_to_apply	T_sum	Fapplicgreen	M_green_to_apply
0	-1.46632095	0.01	0.02	NaN	0	0	0	0	0	0	0	0	0
1	-1.46632095	0.27	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
2	-1.46632095	0.03	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
3	-1.46632095	0.05	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
4	-1.46632095	0.02	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
5	-1.46632095	0.01	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
6	-1.46632095	0.6	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
7	-1.46632095	0.52	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
8	-1.46632095	0.04	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
9	-1.46632095	0.03	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
10	-1.46632095	0.01	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
11	-1.46632095	0.06	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
12	-1.46632095	0.01	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
13	-1.46632095	0.2	0.02	NaN	11.7932	0	0	0	0	0	0	0	0
14	-1.46632095	0.04	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
15	-1.46632095	0.06	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
16	-1.46632095	0.06	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
17	-1.46632095	0.09	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
18	-1.46632095	0.1	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
19	-1.46632095	0	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
20	-1.46632095	0.03	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
21	-1.46632095	0.14	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
22	-1.46632095	0.06	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
23	-1.46632095	0.27	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
24	-1.68632095	0.26	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
25	-1.68632095	1.04	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
26	-1.68632095	0.35	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
27	-1.68632095	0	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
28	-1.68632095	0.09	0.01	NaN	11.7932	0	0	0	0	0	0	0	0
